ID,Fecha/Hora,Usuario,Email,Módulo,Acción,Descripción,Resultado,IP Address,Mensaje Error
"129","07-12-2025, 1:24:28 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"128","07-12-2025, 1:24:20 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"127","07-12-2025, 1:17:05 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"126","07-12-2025, 1:17:01 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"125","07-12-2025, 1:16:57 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"124","07-12-2025, 1:16:54 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"123","07-12-2025, 1:11:39 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"122","07-12-2025, 1:11:34 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"121","07-12-2025, 1:11:30 a. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"120","06-12-2025, 7:57:25 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"119","06-12-2025, 7:57:07 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"118","06-12-2025, 7:57:03 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"117","06-12-2025, 7:30:22 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"116","06-12-2025, 7:30:11 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"115","06-12-2025, 7:29:59 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"114","06-12-2025, 6:24:05 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"113","06-12-2025, 6:23:06 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"112","06-12-2025, 6:14:06 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"111","06-12-2025, 6:13:44 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"110","06-12-2025, 6:13:23 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"109","06-12-2025, 6:13:10 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"108","05-12-2025, 11:23:49 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"107","05-12-2025, 11:23:28 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"106","05-12-2025, 11:02:20 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"105","05-12-2025, 11:01:47 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","CONFIGURACION_ACTUALIZADA","Configuraciones actualizadas: currency, language, timezone, tax_rate, notification_email, email_template_order, pdf_template_invoice, contacto@dulcesabor.com","exito","127.0.0.1",""
"104","05-12-2025, 9:15:54 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRUEBA","Backup restaurado a BD de prueba: ID 40","exito","127.0.0.1",""
"103","05-12-2025, 9:15:50 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_CREAR","Backup manual creado: backup_pasteleria-dulce-sabor_2025-12-05_21-15-50.sql","exito","127.0.0.1",""
"102","05-12-2025, 8:36:05 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRODUCCION","BD de prueba promovida a producción","fallo","127.0.0.1","Error promoviendo a producción"
"101","05-12-2025, 8:35:52 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRUEBA","Backup restaurado a BD de prueba: ID 39","exito","127.0.0.1",""
"100","05-12-2025, 8:35:44 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_CREAR","Backup manual creado: backup_pasteleria-dulce-sabor_2025-12-05_20-35-44.sql","exito","127.0.0.1",""
"99","05-12-2025, 8:28:06 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRODUCCION","BD de prueba promovida a producción","fallo","127.0.0.1","Error promoviendo a producción"
"98","05-12-2025, 8:26:53 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRODUCCION","BD de prueba promovida a producción","fallo","127.0.0.1","Error promoviendo a producción"
"97","05-12-2025, 8:26:47 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRUEBA","Backup restaurado a BD de prueba: ID 38","exito","127.0.0.1",""
"96","05-12-2025, 8:26:42 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_CREAR","Backup manual creado: backup_pasteleria-dulce-sabor_2025-12-05_20-26-42.sql","exito","127.0.0.1",""
"95","05-12-2025, 8:26:06 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_ELIMINAR","Backup eliminado: ID 36","exito","127.0.0.1",""
"94","05-12-2025, 8:26:00 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_ELIMINAR","Backup eliminado: ID 35","exito","127.0.0.1",""
"93","05-12-2025, 8:25:56 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_CREAR","Backup manual creado: backup_pasteleria-dulce-sabor_2025-12-05_20-25-55.sql","exito","127.0.0.1",""
"92","05-12-2025, 8:25:53 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_ELIMINAR","Backup eliminado: ID 32","exito","127.0.0.1",""
"91","05-12-2025, 8:21:52 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRODUCCION","BD de prueba promovida a producción","fallo","127.0.0.1","Error promoviendo a producción"
"90","05-12-2025, 8:21:46 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRUEBA","Backup restaurado a BD de prueba: ID 36","exito","127.0.0.1",""
"89","05-12-2025, 8:21:41 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRODUCCION","BD de prueba promovida a producción","fallo","127.0.0.1","Error promoviendo a producción"
"88","05-12-2025, 8:21:35 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRUEBA","Backup restaurado a BD de prueba: ID 35","exito","127.0.0.1",""
"87","05-12-2025, 8:21:06 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_CREAR","Backup manual creado: backup_pasteleria-dulce-sabor_2025-12-05_20-21-06.sql","exito","127.0.0.1",""
"86","05-12-2025, 8:15:22 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRODUCCION","BD de prueba promovida a producción","fallo","127.0.0.1","Error promoviendo a producción"
"85","05-12-2025, 8:14:40 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRODUCCION","BD de prueba promovida a producción","fallo","127.0.0.1","Error promoviendo a producción"
"84","05-12-2025, 8:14:33 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_RESTAURAR_PRUEBA","Backup restaurado a BD de prueba: ID 35","exito","127.0.0.1",""
"83","05-12-2025, 8:13:59 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_ELIMINAR","Backup eliminado: ID 34","exito","127.0.0.1",""
"82","05-12-2025, 8:13:53 p. m.","Admin pasteleria-dulce-sabor","admin@pasteleria-dulce-sabor.com","sistema","BACKUP_CREAR","Backup manual creado: backup_pasteleria-dulce-sabor_2025-12-05_20-13-53.sql","exito","127.0.0.1",""
